GLOBALEVENTID;SQLDATE;MonthYear;Year;FractionDate;Actor1Code;Actor1Name;Actor1CountryCode;Actor1KnownGroupCode;Actor1EthnicCode;Actor1Religion1Code;Actor1Religion2Code;Actor1Type1Code;Actor1Type2Code;Actor1Type3Code;Actor2Code;Actor2Name;Actor2CountryCode;Actor2KnownGroupCode;Actor2EthnicCode;Actor2Religion1Code;Actor2Religion2Code;Actor2Type1Code;Actor2Type2Code;Actor2Type3Code;IsRootEvent;EventCode;EventBaseCode;EventRootCode;QuadClass;GoldsteinScale;NumMentions;NumSources;NumArticles;AvgTone;Actor1Geo_Type;Actor1Geo_FullName;Actor1Geo_CountryCode;Actor1Geo_ADM1Code;;Actor1Geo_Lat;Actor1Geo_Long;Actor1Geo_FeatureID;Actor2Geo_Type;Actor2Geo_FullName;Actor2Geo_CountryCode;;Actor2Geo_ADM1Code;Actor2Geo_Lat;Actor2Geo_Long;Actor2Geo_FeatureID;ActionGeo_Type;ActionGeo_FullName;ActionGeo_CountryCode;ActionGeo_ADM1Code;;ActionGeo_Lat;ActionGeo_Long;ActionGeo_FeatureID;DATEADDED;SOURCEURL
817931729;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;1;36;36;3;1;4;2;1;2;4.746835443;3;Oakland University, Michigan, United States;US;USMI;MI125;42.6759;-83.2177;633883;3;Oakland University, Michigan, United States;US;USMI;;42.6759;-83.2177;633883;3;Oakland University, Michigan, United States;US;USMI;;42.6759;-83.2177;633883;2.02E+13;https://www.crainsdetroit.com/people/founding-dean-ous-medical-school-step-down
817931730;20190121;201901;2019;2019.0575;USA;CALIF;USA;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;1;42;42;4;1;1.9;4;1;4;2.573529412;3;Placerville, California, United States;US;USCA;CA017;38.7296;-120.799;277577;3;Placerville, California, United States;US;USCA;CA017;38.7296;-120.799;277577;3;Placerville, California, United States;US;USCA;CA017;38.7296;-120.799;277577;2.02E+13;https://www.mtdemocrat.com/obituaries/joseph-richard-baer/
817931731;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;1;42;42;4;1;1.9;3;1;3;-1.937567277;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2.02E+13;https://www.king5.com/article/news/local/condo-for-sale-after-olympia-power-couple-violates-affordable-housing-rules/281-8d907278-3ce0-4890-9b16-13b299c58a57
817931732;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;1;831;83;8;2;5;4;1;4;4.746835443;3;Oakland University, Michigan, United States;US;USMI;MI125;42.6759;-83.2177;633883;3;Oakland University, Michigan, United States;US;USMI;;42.6759;-83.2177;633883;3;Oakland University, Michigan, United States;US;USMI;;42.6759;-83.2177;633883;2.02E+13;https://www.crainsdetroit.com/people/founding-dean-ous-medical-school-step-down
817931733;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;EDU;SCHOOL;;;;;;EDU;;;1;1721;172;17;4;-5;4;1;4;-4.761904762;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2.02E+13;https://fox8.com/2019/01/21/snow-covered-streets-sidewalks-close-akron-public-schools-on-tuesday/
817931734;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;ELI;ACTOR;;;;;;ELI;;;1;43;43;4;1;2.8;2;1;2;5.365853659;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;2.02E+13;https://images.inquisitr.com/5257980/ruth-bader-ginsburg-cameos-in-lego-movie-sequel/
817931735;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;1;43;43;4;1;2.8;1;1;1;1.139240506;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;2;New Hampshire, United States;US;USNH;;43.4108;-71.5653;NH;2.02E+13;https://www.penbaypilot.com/article/carl-richard-soderberg-jr-obituary/113007
817931736;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;1;43;43;4;1;2.8;1;1;1;1.139240506;3;Phillips Exeter Academy, New Hampshire, United States;US;USNH;NH015;42.9808;-70.9514;869116;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;2.02E+13;https://www.penbaypilot.com/article/carl-richard-soderberg-jr-obituary/113007
817931737;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;1;43;43;4;1;2.8;1;1;1;1.139240506;3;Phillips Exeter Academy, New Hampshire, United States;US;USNH;NH015;42.9808;-70.9514;869116;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;2;New Hampshire, United States;US;USNH;;43.4108;-71.5653;NH;2.02E+13;https://www.penbaypilot.com/article/carl-richard-soderberg-jr-obituary/113007
817931738;20190121;201901;2019;2019.0575;USA;MASSACHUSETTS;USA;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;1;43;43;4;1;2.8;1;1;1;1.139240506;3;Phillips Exeter Academy, New Hampshire, United States;US;USNH;NH015;42.9808;-70.9514;869116;2;Pennsylvania, United States;US;USPA;;40.5773;-77.264;PA;2;Pennsylvania, United States;US;USPA;;40.5773;-77.264;PA;2.02E+13;https://www.penbaypilot.com/article/carl-richard-soderberg-jr-obituary/113007
817931739;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GBR;UNITED KINGDOM;GBR;;;;;;;;1;43;43;4;1;2.8;2;1;2;1.139240506;2;Massachusetts, United States;US;USMA;;42.2373;-71.5314;MA;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;4;Cambridge, Cambridgeshire, United Kingdom;UK;UKC3;40098;52.2;0.116667;-2591658;2.02E+13;https://www.penbaypilot.com/article/carl-richard-soderberg-jr-obituary/113007
817931740;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;KING;;;;;;GOV;;;1;10;10;1;1;0;3;1;3;2.88;3;Winter Park, Florida, United States;US;USFL;FL095;28.6;-81.3392;293428;3;Winter Park, Florida, United States;US;USFL;;28.6;-81.3392;293428;3;Winter Park, Florida, United States;US;USFL;;28.6;-81.3392;293428;2.02E+13;http://floridapolitics.com/archives/285960-ron-desantis-decries-good-old-boys-network-in-touting-his-picks
817931741;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;KING;;;;;;GOV;;;1;10;10;1;1;0;4;1;4;2.88;3;Broward County, Florida, United States;US;USFL;FL011;26.1504;-80.4831;295753;3;Broward County, Florida, United States;US;USFL;;26.1504;-80.4831;295753;3;Broward County, Florida, United States;US;USFL;;26.1504;-80.4831;295753;2.02E+13;http://floridapolitics.com/archives/285960-ron-desantis-decries-good-old-boys-network-in-touting-his-picks
817931742;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;KING;;;;;;GOV;;;1;15;15;1;1;0;1;1;1;-1.176470588;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://wfin.com/abc-politics/joe-biden-white-america-has-to-admit-theres-still-a-systemic-racism/
817931743;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;KING;;;;;;GOV;;;0;17;17;1;1;0;1;1;1;-2.495201536;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New Jersey, United States;US;USNJ;;40.314;-74.5089;NJ;2;New Jersey, United States;US;USNJ;;40.314;-74.5089;NJ;2.02E+13;https://www.sfgate.com/nation/article/Biden-expresses-regret-over-crime-laws-in-the-13550138.php
817931744;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;SECRETARY OF STATE;;;;;;GOV;;;1;20;20;2;1;3;2;1;2;-3.979238754;3;Fort Berthold Reservation, North Dakota, United States;US;USND;ND055;47.7377;-102.24;1934325;2;North Dakota, United States;US;USND;;47.5362;-99.793;ND;2;North Dakota, United States;US;USND;;47.5362;-99.793;ND;2.02E+13;https://www.westfargopioneer.com/news/government-and-politics/4399533-nd-ballot-measure-works-restore-higher-oil-tax-rate
817931745;20190121;201901;2019;2019.0575;USA;SAN FRANCISCO;USA;;;;;;;;GOV;PRESIDENT;;;;;;GOV;;;1;20;20;2;1;3;2;1;2;-0.071123755;3;Oakland, California, United States;US;USCA;CA001;37.8044;-122.271;277566;3;San Francisco, California, United States;US;USCA;;37.7749;-122.419;277593;2;California, United States;US;USCA;;36.17;-119.746;CA;2.02E+13;https://www.politico.com/states/california/story/2019/01/21/kamala-harris-launches-campaign-for-president-804259
817931746;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;PRESIDENT;;;;;;GOV;;;1;20;20;2;1;3;1;1;1;0;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2;North Carolina, United States;US;USNC;;35.6411;-79.8431;NC;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.asicentral.com/news/newsletters/promogram/january-2019/stephen-colbert-cbs-selling-mug-to-benefit-unpaid-federal-workers/
817931747;20190121;201901;2019;2019.0575;USA;INDIANA;USA;;;;;;;;GOV;KING;;;;;;GOV;;;1;20;20;2;1;3;10;1;10;0;3;Jefferson City, Missouri, United States;US;USMO;MO051;38.5767;-92.1735;758233;3;Jefferson City, Missouri, United States;US;USMO;;38.5767;-92.1735;758233;3;Jefferson City, Missouri, United States;US;USMO;;38.5767;-92.1735;758233;2.02E+13;https://www.missourinet.com/2019/01/21/dr-martin-luther-king-jr-day-is-a-federal-and-missouri-holiday/
817931748;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;ADMINISTRATION;;;;;;GOV;;;1;20;20;2;1;3;1;1;1;-3.452527744;1;Honduras;HO;HO;;15;-86.5;HO;1;Honduras;HO;HO;;15;-86.5;HO;1;Honduras;HO;HO;;15;-86.5;HO;2.02E+13;https://www.cnsnews.com/news/article/cnsnewscom-staff/rep-ilhan-omar-we-took-oath-put-people-country-first
817931749;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;PRESIDENT;;;;;;GOV;;;1;20;20;2;1;3;2;1;2;0;2;North Carolina, United States;US;USNC;;35.6411;-79.8431;NC;2;North Carolina, United States;US;USNC;;35.6411;-79.8431;NC;2;North Carolina, United States;US;USNC;;35.6411;-79.8431;NC;2.02E+13;https://www.asicentral.com/news/newsletters/promogram/january-2019/stephen-colbert-cbs-selling-mug-to-benefit-unpaid-federal-workers/
817931750;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;SECRETARY OF STATE;;;;;;GOV;;;1;20;20;2;1;3;2;1;2;-3.979238754;2;North Dakota, United States;US;USND;;47.5362;-99.793;ND;2;North Dakota, United States;US;USND;;47.5362;-99.793;ND;2;North Dakota, United States;US;USND;;47.5362;-99.793;ND;2.02E+13;https://www.westfargopioneer.com/news/government-and-politics/4399533-nd-ballot-measure-works-restore-higher-oil-tax-rate
817931751;20190121;201901;2019;2019.0575;USA;AMERICAN;USA;;;;;;;;GOV;PRESIDENT;;;;;;GOV;;;1;40;40;4;1;1;3;1;3;-1.08401084;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;4;Seoul, Soul-t'ukpyolsi, South Korea;KS;KS11;24984;37.5664;127;-716583;2.02E+13;https://asia.nikkei.com/Politics/International-Relations/US-and-North-Korea-wrap-up-intensive-denuclearization-talks
817931752;20190121;201901;2019;2019.0575;USA;CINCINNATI;USA;;;;;;;;GOV;KING;;;;;;GOV;;;1;51;51;5;1;3.4;6;1;6;5.859375;3;Music Hall, Ohio, United States;US;USOH;OH061;39.1095;-84.5188;1731408;3;Music Hall, Ohio, United States;US;USOH;;39.1095;-84.5188;1731408;3;Music Hall, Ohio, United States;US;USOH;;39.1095;-84.5188;1731408;2.02E+13;https://www.wlwt.com/article/hundreds-brave-cold-for-march-in-honor-of-mlk/25979727
817931753;20190121;201901;2019;2019.0575;USA;INDIANA;USA;;;;;;;;GOV;KING;;;;;;GOV;;;1;51;51;5;1;3.4;10;1;10;0;3;Jefferson City, Missouri, United States;US;USMO;MO051;38.5767;-92.1735;758233;3;Jefferson City, Missouri, United States;US;USMO;;38.5767;-92.1735;758233;3;Jefferson City, Missouri, United States;US;USMO;;38.5767;-92.1735;758233;2.02E+13;https://www.missourinet.com/2019/01/21/dr-martin-luther-king-jr-day-is-a-federal-and-missouri-holiday/
817931754;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;SECURITY COUNCIL;;;;;;GOV;;;0;111;111;11;3;-2;4;1;4;-3.015484923;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2.02E+13;https://www.jns.org/record-at-a-glance-what-you-should-know-about-kamala-harris-and-jewish-issues/
817931755;20190121;201901;2019;2019.0575;USA;CHICAGO;USA;;;;;;;;GOV;KING;;;;;;GOV;;;0;186;186;18;4;-10;8;1;8;0.936329588;3;Martin Luther, Illinois, United States;US;USIL;IL031;41.9511;-87.7717;1772720;3;Martin Luther, Illinois, United States;US;USIL;;41.9511;-87.7717;1772720;3;Martin Luther, Illinois, United States;US;USIL;;41.9511;-87.7717;1772720;2.02E+13;https://georgetowner.com/articles/2019/01/21/celebrating-dr-kings-abiding-spirit/
817931756;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;KING;;;;;;GOV;;;0;186;186;18;4;-10;2;1;2;0.936329588;3;Chicago, Illinois, United States;US;USIL;IL031;41.85;-87.6501;423587;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://georgetowner.com/articles/2019/01/21/celebrating-dr-kings-abiding-spirit/
817931757;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOV;SECRETARY OF STATE;;;;;;GOV;;;0;192;192;19;4;-9.5;6;1;6;-5.633802817;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817931758;20190121;201901;2019;2019.0575;USA;KANSAS;USA;;;;;;;;GOVEDU;DEPARTMENT OF EDUCATION;;;;;;GOV;EDU;;1;31;31;3;1;5.2;6;1;6;3.021978022;3;Wichita State University, Kansas, United States;US;USKS;KS173;37.7158;-97.2969;482712;3;Wichita State University, Kansas, United States;US;USKS;;37.7158;-97.2969;482712;3;Wichita State University, Kansas, United States;US;USKS;;37.7158;-97.2969;482712;2.02E+13;http://www.kmuw.org/post/kansas-education-department-receives-45m-grant-improve-early-childhood-programs
817931759;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;GOVEDU;DEPARTMENT OF EDUCATION;;;;;;GOV;EDU;;1;31;31;3;1;5.2;4;1;4;3.021978022;3;Wichita State University, Kansas, United States;US;USKS;KS173;37.7158;-97.2969;482712;3;Wichita State University, Kansas, United States;US;USKS;;37.7158;-97.2969;482712;2;Kansas, United States;US;USKS;;38.5111;-96.8005;KS;2.02E+13;http://www.kmuw.org/post/kansas-education-department-receives-45m-grant-improve-early-childhood-programs
817931760;20190121;201901;2019;2019.0575;USA;THE US;USA;;;;;;;;IRN;IRAN;IRN;;;;;;;;0;10;10;1;1;0;2;1;2;-2.743902439;4;Paris, France (general), France;FR;FR00;16282;48.8667;2.33333;-1456928;1;Iran;IR;IR;;32;53;IR;1;Iran;IR;IR;;32;53;IR;2.02E+13;https://www.rferl.org/a/rsf-condemns-detention-of-press-tv-journalists-in-u-s-/29722907.html
817931761;20190121;201901;2019;2019.0575;USA;A US;USA;;;;;;;;ISR;ISRAELI;ISR;;;;;;;;0;57;57;5;1;8;8;1;8;2.614379085;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;2.02E+13;https://www.jpost.com/Opinion/Climate-change-an-opportunity-for-Israel-US-cooperation-578189
817931762;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;ISR;ISRAEL;ISR;;;;;;;;0;160;160;16;4;-4;2;1;2;-3.76394052;3;Birmingham Civil Rights Institute, Alabama, United States;US;USAL;AL073;33.5159;-86.815;1700139;4;Gaza, Israel (general), Israel;IS;IS00;18315;31.4167;34.3333;-797156;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2.02E+13;https://opinion.bdnews24.com/2019/01/21/time-to-break-the-silence-on-palestine/
817931763;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;ISR;ISRAEL;ISR;;;;;;;;0;160;160;16;4;-4;1;1;1;-3.76394052;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;4;Gaza, Israel (general), Israel;IS;IS00;18315;31.4167;34.3333;-797156;4;Gaza, Israel (general), Israel;IS;IS00;18315;31.4167;34.3333;-797156;2.02E+13;https://opinion.bdnews24.com/2019/01/21/time-to-break-the-silence-on-palestine/
817931764;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;ISR;JERUSALEM;ISR;;;;;;;;1;173;173;17;4;-5;2;1;2;-1.648351648;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://www.jns.org/pa-releases-palestinian-american-sentenced-to-life-for-selling-land-to-jews/
817931765;20190121;201901;2019;2019.0575;USA;A US;USA;;;;;;;;ISRGOV;ISRAEL;ISR;;;;;GOV;;;0;57;57;5;1;8;2;1;2;2.614379085;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;2.02E+13;https://www.jpost.com/Opinion/Climate-change-an-opportunity-for-Israel-US-cooperation-578189
817931766;20190121;201901;2019;2019.0575;USA;AMERICAN;USA;;;;;;;;ITA;ROME;ITA;;;;;;;;0;42;42;4;1;1.9;6;1;6;0.512236767;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;4;Rome, Lazio, Italy;IT;IT07;18350;41.9;12.4833;-126693;4;Rome, Lazio, Italy;IT;IT07;18350;41.9;12.4833;-126693;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817931767;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;ITA;ITALY;ITA;;;;;;;;0;42;42;4;1;1.9;2;1;2;0.512236767;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;4;Rome, Lazio, Italy;IT;IT07;18350;41.9;12.4833;-126693;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817931768;20190121;201901;2019;2019.0575;USA;AMERICAN;USA;;;;;;;;ITA;ROME;ITA;;;;;;;;0;173;173;17;4;-5;8;1;8;0.512236767;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;4;Rome, Lazio, Italy;IT;IT07;18350;41.9;12.4833;-126693;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817931769;20190121;201901;2019;2019.0575;USA;AMERICAN;USA;;;;;;;;ITA;ROME;ITA;;;;;;;;0;173;173;17;4;-5;2;1;2;0.512236767;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817931770;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;JEWISH;;;;JEW;;;;;0;20;20;2;1;3;2;1;2;-3.015484923;2;California, United States;US;USCA;;36.17;-119.746;CA;4;Jerusalem, Israel (general), Israel;IS;IS00;18315;31.7667;35.2333;-797092;2;California, United States;US;USCA;;36.17;-119.746;CA;2.02E+13;https://www.jns.org/record-at-a-glance-what-you-should-know-about-kamala-harris-and-jewish-issues/
817931771;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;JEWISH;;;;JEW;;;;;0;20;20;2;1;3;2;1;2;-3.015484923;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2;California, United States;US;USCA;;36.17;-119.746;CA;2.02E+13;https://www.jns.org/record-at-a-glance-what-you-should-know-about-kamala-harris-and-jewish-issues/
817931772;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;RABBI;;;;JEW;;;;;0;40;40;4;1;1;2;1;2;4.145785877;3;Temple Israel, Massachusetts, United States;US;USMA;MA009;42.4729;-70.8945;599189;3;Temple Israel, Massachusetts, United States;US;USMA;;42.4729;-70.8945;599189;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817931773;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;RABBI;;;;JEW;;;;;0;40;40;4;1;1;2;1;2;4.145785877;3;Temple Israel, Massachusetts, United States;US;USMA;MA009;42.4729;-70.8945;599189;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817931774;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;RABBI;;;;JEW;;;;;0;42;42;4;1;1.9;2;1;2;4.145785877;3;Temple Israel, Massachusetts, United States;US;USMA;MA009;42.4729;-70.8945;599189;3;Temple Israel, Massachusetts, United States;US;USMA;;42.4729;-70.8945;599189;3;Temple Israel, Massachusetts, United States;US;USMA;;42.4729;-70.8945;599189;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817931775;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;RABBI;;;;JEW;;;;;0;42;42;4;1;1.9;2;1;2;4.145785877;3;Temple Israel, Massachusetts, United States;US;USMA;MA009;42.4729;-70.8945;599189;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;3;Temple Israel, Massachusetts, United States;US;USMA;;42.4729;-70.8945;599189;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817931776;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JEW;JEWISH;;;;JEW;;;;;0;163;163;16;4;-8;4;1;4;-4.091266719;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;1;Israel;IS;IS;;31.5;34.75;IS;1;Israel;IS;IS;;31.5;34.75;IS;2.02E+13;https://www.nationalreview.com/2019/01/democrats-ignore-hate-speech-from-their-own-ilhan-omar-rashida-tlaib/
817931777;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JUD;CHIEF JUSTICE;;;;;;JUD;;;0;10;10;1;1;0;1;1;1;0.583657588;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;2.02E+13;https://www.foxnews.com/opinion/the-left-couldnt-prevent-kavanaughs-confirmation-heres-their-latest-supreme-court-strategy
817931778;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JUD;COURT JUDGE;;;;;;JUD;;;1;51;51;5;1;3.4;8;1;8;-6.493506494;2;Wisconsin, United States;US;USWI;;44.2563;-89.6385;WI;2;Wisconsin, United States;US;USWI;;44.2563;-89.6385;WI;2;Wisconsin, United States;US;USWI;;44.2563;-89.6385;WI;2.02E+13;http://www.telegraphherald.com/news/tri-state/article_2029dba9-d9c5-5ab9-8f0d-f6e3d68dc630.html
817931779;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JUD;JUDICIARY;;;;;;JUD;;;0;173;173;17;4;-5;4;1;4;0.583657588;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;2.02E+13;https://www.foxnews.com/opinion/the-left-couldnt-prevent-kavanaughs-confirmation-heres-their-latest-supreme-court-strategy
817931780;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;JUD;ATTORNEY;;;;;;JUD;;;0;190;190;19;4;-10;1;1;1;-3.015484923;2;California, United States;US;USCA;;36.17;-119.746;CA;3;Thousand Oaks, California, United States;US;USCA;;34.1706;-118.838;1661567;3;San Francisco, California, United States;US;USCA;;37.7749;-122.419;277593;2.02E+13;https://www.jns.org/record-at-a-glance-what-you-should-know-about-kamala-harris-and-jewish-issues/
817931781;20190121;201901;2019;2019.0575;USA;FLORIDA;USA;;;;;;;;LBY;LIBYA;LBY;;;;;;;;0;190;190;19;4;-10;5;1;5;-3.376822717;2;Florida, United States;US;USFL;;27.8333;-81.717;FL;1;Libya;LY;LY;;25;17;LY;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2.02E+13;https://nationalinterest.org/blog/buzz/might-be-one-us-navys-biggest-mistakes-and-china-will-benefit-42187
817931782;20190121;201901;2019;2019.0575;USA;UNITED STATES;USA;;;;;;;;LBY;LIBYA;LBY;;;;;;;;0;190;190;19;4;-10;2;1;2;-3.376822717;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2.02E+13;https://nationalinterest.org/blog/buzz/might-be-one-us-navys-biggest-mistakes-and-china-will-benefit-42187
