GLOBALEVENTID;SQLDATE;MonthYear;Year;FractionDate;Actor1Code;Actor1Name;Actor1CountryCode;Actor1KnownGroupCode;Actor1EthnicCode;Actor1Religion1Code;Actor1Religion2Code;Actor1Type1Code;Actor1Type2Code;Actor1Type3Code;Actor2Code;Actor2Name;Actor2CountryCode;Actor2KnownGroupCode;Actor2EthnicCode;Actor2Religion1Code;Actor2Religion2Code;Actor2Type1Code;Actor2Type2Code;Actor2Type3Code;IsRootEvent;EventCode;EventBaseCode;EventRootCode;QuadClass;GoldsteinScale;NumMentions;NumSources;NumArticles;AvgTone;Actor1Geo_Type;Actor1Geo_FullName;Actor1Geo_CountryCode;Actor1Geo_ADM1Code;;Actor1Geo_Lat;Actor1Geo_Long;Actor1Geo_FeatureID;Actor2Geo_Type;Actor2Geo_FullName;Actor2Geo_CountryCode;;Actor2Geo_ADM1Code;Actor2Geo_Lat;Actor2Geo_Long;Actor2Geo_FeatureID;ActionGeo_Type;ActionGeo_FullName;ActionGeo_CountryCode;ActionGeo_ADM1Code;;ActionGeo_Lat;ActionGeo_Long;ActionGeo_FeatureID;DATEADDED;SOURCEURL
817930463;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;1;42;42;4;1;1.9;2;1;2;1.204819277;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2;Alaska, United States;US;USAK;;61.385;-152.268;AK;2.02E+13;https://www.eaglenewsonline.com/news/things-to-do/2019/01/21/cazenovia-bluegrass-band-to-release-cd-perform-live/
817930464;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;0;42;42;4;1;1.9;4;1;4;4.145785877;0;;;;;;;;3;Temple Beth Zion, Massachusetts, United States;US;USMA;;42.3401;-71.1323;607126;3;Temple Beth Zion, Massachusetts, United States;US;USMA;;42.3401;-71.1323;607126;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817930465;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;0;42;42;4;1;1.9;2;1;2;4.145785877;0;;;;;;;;3;Temple Beth Zion, Massachusetts, United States;US;USMA;;42.3401;-71.1323;607126;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817930466;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;0;42;42;4;1;1.9;2;1;2;4.145785877;0;;;;;;;;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;3;Waltham, Massachusetts, United States;US;USMA;MA017;42.3765;-71.2356;612400;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817930467;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;1;43;43;4;1;2.8;4;1;4;3.76940133;0;;;;;;;;3;Ellensburg, Washington, United States;US;USWA;WA037;46.9965;-120.548;1519305;3;Ellensburg, Washington, United States;US;USWA;WA037;46.9965;-120.548;1519305;2.02E+13;https://www.dailyrecordnews.com/news/brewfest-breaks-records-warms-up-downtown-ellensburg/article_734ac665-e50e-50cd-9c00-6c684e62248e.html
817930468;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;CALIF;USA;;;;;;;;1;43;43;4;1;2.8;2;1;2;2.573529412;0;;;;;;;;3;La Habra Heights, California, United States;US;USCA;;33.9608;-117.951;1660854;3;La Habra Heights, California, United States;US;USCA;;33.9608;-117.951;1660854;2.02E+13;https://www.mtdemocrat.com/obituaries/joseph-richard-baer/
817930469;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;CALIF;USA;;;;;;;;1;43;43;4;1;2.8;2;1;2;2.573529412;0;;;;;;;;3;La Habra Heights, California, United States;US;USCA;;33.9608;-117.951;1660854;3;La Habra High School, California, United States;US;USCA;;33.9364;-117.956;244404;2.02E+13;https://www.mtdemocrat.com/obituaries/joseph-richard-baer/
817930470;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;0;43;43;4;1;2.8;1;1;1;-2.495201536;0;;;;;;;;2;Massachusetts, United States;US;USMA;;42.2373;-71.5314;MA;2;South Carolina, United States;US;USSC;;33.8191;-80.9066;SC;2.02E+13;https://www.sfgate.com/nation/article/Biden-expresses-regret-over-crime-laws-in-the-13550138.php
817930471;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;AUSTIN;USA;;;;;;;;0;43;43;4;1;2.8;2;1;2;7.17884131;0;;;;;;;;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;3;Bremond, Texas, United States;US;USTX;TX395;31.1652;-96.6769;1352854;2.02E+13;https://www.vaildaily.com/news/obituary-carey-venditti-jan-1-1969-jan-10-2019/
817930472;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;1;51;51;5;1;3.4;2;1;2;0.986842105;0;;;;;;;;3;Paducah, Kentucky, United States;US;USKY;KY145;37.0834;-88.6;500106;3;Paducah, Kentucky, United States;US;USKY;KY145;37.0834;-88.6;500106;2.02E+13;http://www.westkentuckystar.com/News/Local-Regional/McCracken-County/Unity-Prayer-at-Paducah-March-to-the-Monument.aspx
817930473;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;0;51;51;5;1;3.4;4;1;4;-4.091266719;0;;;;;;;;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;1;Israel;IS;IS;;31.5;34.75;IS;2.02E+13;https://www.nationalreview.com/2019/01/democrats-ignore-hate-speech-from-their-own-ilhan-omar-rashida-tlaib/
817930474;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;MONTANA;USA;;;;;;;;0;51;51;5;1;3.4;3;1;3;-1.183431953;0;;;;;;;;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;Montana, United States;US;USMT;;46.9048;-110.326;MT;2.02E+13;https://www.greatfallstribune.com/story/news/2019/01/21/montana-panel-considers-lifting/2636928002/
817930475;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;1;62;62;6;2;7.4;4;1;4;3.278688525;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2.02E+13;https://patch.com/virginia/fallschurch/sol-roots-band-special-guest-clarence-bluesman-turner
817930476;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;0;112;112;11;3;-2;8;1;8;-3.979238754;0;;;;;;;;3;Fort Berthold Reservation, North Dakota, United States;US;USND;;47.7377;-102.24;1934325;3;Fort Berthold Reservation, North Dakota, United States;US;USND;;47.7377;-102.24;1934325;2.02E+13;https://www.westfargopioneer.com/news/government-and-politics/4399533-nd-ballot-measure-works-restore-higher-oil-tax-rate
817930477;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;DALLAS;USA;;;;;;;;1;173;173;17;4;-5;6;1;6;-4.838709677;0;;;;;;;;3;Collin County, Texas, United States;US;USTX;;33.2001;-96.5669;1383828;3;Collin County, Texas, United States;US;USTX;;33.2001;-96.5669;1383828;2.02E+13;https://starlocalmedia.com/mckinneycouriergazette/news/former-cowboys-running-back-arrested-for-dwi-in-mckinney/article_3eeeba82-1dc4-11e9-adb8-4ba1dec2b6c5.html
817930478;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;UNITED STATES;USA;;;;;;;;1;174;174;17;4;-5;4;1;4;-6.280193237;0;;;;;;;;2;Mississippi, United States;US;USMS;;32.7673;-89.6812;MS;2;Mississippi, United States;US;USMS;;32.7673;-89.6812;MS;2.02E+13;https://cbs4indy.com/2019/01/21/woman-drives-kidnapper-to-bloomington-police-station-escapes/
817930479;20190121;201901;2019;2019.0575;;;;;;;;;;;USA;AMERICAN;USA;;;;;;;;0;195;195;19;4;-10;8;1;8;-6.498951782;0;;;;;;;;3;White House, District of Columbia, United States;US;USDC;;38.8951;-77.0364;531871;3;White House, District of Columbia, United States;US;USDC;;38.8951;-77.0364;531871;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/isis-fast-facts/
817930480;20190121;201901;2019;2019.0575;;;;;;;;;;;USAELI;UNITED STATES;USA;;;;;ELI;;;1;43;43;4;1;2.8;1;1;1;5.365853659;0;;;;;;;;1;United States;US;US;;39.828175;-98.5795;US;1;United States;US;US;;39.828175;-98.5795;US;2.02E+13;https://images.inquisitr.com/5257980/ruth-bader-ginsburg-cameos-in-lego-movie-sequel/
817930481;20190121;201901;2019;2019.0575;;;;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;51;51;5;1;3.4;2;1;2;0.986842105;0;;;;;;;;3;Paducah, Kentucky, United States;US;USKY;KY145;37.0834;-88.6;500106;3;Paducah, Kentucky, United States;US;USKY;KY145;37.0834;-88.6;500106;2.02E+13;http://www.westkentuckystar.com/News/Local-Regional/McCracken-County/Unity-Prayer-at-Paducah-March-to-the-Monument.aspx
817930482;20190121;201901;2019;2019.0575;;;;;;;;;;;USAJEW;UNITED STATES;USA;;;JEW;;;;;0;42;42;4;1;1.9;5;1;5;4.145785877;0;;;;;;;;3;Brookline, Massachusetts, United States;US;USMA;MA021;42.3318;-71.1212;606977;3;Brookline, Massachusetts, United States;US;USMA;MA021;42.3318;-71.1212;606977;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817930483;20190121;201901;2019;2019.0575;;;;;;;;;;;USAJEW;UNITED STATES;USA;;;JEW;;;;;0;42;42;4;1;1.9;1;1;1;4.145785877;0;;;;;;;;3;Coolidge Corner, Massachusetts, United States;US;USMA;;42.3459;-71.1245;612303;3;Coolidge Corner, Massachusetts, United States;US;USMA;;42.3459;-71.1245;612303;2.02E+13;http://brookline.wickedlocal.com/news/20190121/religion-notes/2
817930484;20190121;201901;2019;2019.0575;;;;;;;;;;;cheGOV;CHECHEN;;;che;;;GOV;;;1;43;43;4;1;2.8;5;1;5;-5.537459283;0;;;;;;;;1;France;FR;FR;;46;2;FR;1;France;FR;FR;;46;2;FR;2.02E+13;http://www.eng.kavkaz-uzel.eu/articles/45894/
817930485;20190121;201901;2019;2019.0575;;;;;;;;;;;nai;NATIVE AMERICAN;;;nai;;;;;;0;43;43;4;1;2.8;1;1;1;0.512236767;0;;;;;;;;4;Tocumen, PanamáM, Panama;PM;PM08;93693;9.08333;-79.3833;-170900;4;Tocumen, PanamáM, Panama;PM;PM08;93693;9.08333;-79.3833;-170900;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930486;20190121;201901;2019;2019.0575;;;;;;;;;;;nai;NATIVE AMERICAN;;;nai;;;;;;0;43;43;4;1;2.8;1;1;1;0.512236767;0;;;;;;;;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;3;Denver, Colorado, United States;US;USCO;CO031;39.7392;-104.985;201738;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930487;20190121;201901;2019;2019.0575;AFG;AFGHAN;AFG;;;;;;;;AFGINSTALUAF;TALIBAN;AFG;TAL;;;;INS;UAF;;1;190;190;19;4;-10;5;1;5;-6.315789474;4;Arghandab, Kandahar, Afghanistan;AF;AF23;3596;31.6536;65.6505;-3368892;4;Arghandab, Kandahar, Afghanistan;AF;AF23;3596;31.6536;65.6505;-3368892;4;Arghandab, Kandahar, Afghanistan;AF;AF23;3596;31.6536;65.6505;-3368892;2.02E+13;http://en.ce.cn/World/big-news/201901/21/t20190121_31317055.shtml
817930488;20190121;201901;2019;2019.0575;AFG;AFGHANISTAN;AFG;;;;;;;;SYR;SYRIA;SYR;;;;;;;;1;874;87;8;2;10;2;1;2;-5.633802817;4;Brussels, Bruxelles-Capitale, Belgium;BE;BE11;5850;50.8333;4.33333;-1955538;4;Brussels, Bruxelles-Capitale, Belgium;BE;BE11;5850;50.8333;4.33333;-1955538;4;Brussels, Bruxelles-Capitale, Belgium;BE;BE11;5850;50.8333;4.33333;-1955538;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817930489;20190121;201901;2019;2019.0575;AFG;AFGHANISTAN;AFG;;;;;;;;SYR;SYRIA;SYR;;;;;;;;1;874;87;8;2;10;6;1;6;-5.633802817;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;4;Brussels, Bruxelles-Capitale, Belgium;BE;BE11;5850;50.8333;4.33333;-1955538;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817930490;20190121;201901;2019;2019.0575;AFG;AFGHANISTAN;AFG;;;;;;;;SYR;SYRIA;SYR;;;;;;;;1;874;87;8;2;10;2;1;2;-5.633802817;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817930491;20190121;201901;2019;2019.0575;AFG;AFGHAN;AFG;;;;;;;;UAF;MILITANT;;;;;;UAF;;;0;190;190;19;4;-10;2;1;2;-6.498951782;4;Baghdad, Baghdad, Iraq;IZ;IZ07;36785;33.3386;44.3939;-3103581;4;Baghdad, Baghdad, Iraq;IZ;IZ07;36785;33.3386;44.3939;-3103581;4;Baghdad, Baghdad, Iraq;IZ;IZ07;36785;33.3386;44.3939;-3103581;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/isis-fast-facts/
817930492;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;;;;;;;;;;;1;40;40;4;1;1;3;1;3;2.357563851;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;0;;;;;;;;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;2.02E+13;https://www.legit.ng/1214779-the-expensive-house-africa.html
817930493;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;COP;POLICE;;;;;;COP;;;1;20;20;2;1;3;6;1;6;-3.196347032;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;2.02E+13;https://www.africa-newsroom.com/press/police-chairperson-calls-for-deployment-of-specialised-units-in-hotspots-in-kwazulunatal-kzn
817930494;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;COP;POLICE;;;;;;COP;;;1;84;84;8;2;7;10;1;10;-3.196347032;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;2.02E+13;https://www.africa-newsroom.com/press/police-chairperson-calls-for-deployment-of-specialised-units-in-hotspots-in-kwazulunatal-kzn
817930495;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;NGA;NIGERIA;NGA;;;;;;;;1;40;40;4;1;1;2;1;2;2.357563851;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;4;Lagos, Lagos, Nigeria;NI;NI05;191416;6.45306;3.39583;-2017355;2.02E+13;https://www.legit.ng/1214779-the-expensive-house-africa.html
817930496;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;NGONORREF;NORWEGIAN REFUGEE COUNCIL;NOR;;;;;NGO;REF;;1;10;10;1;1;0;2;1;2;-8.26446281;1;Norway;NO;NO;;62;10;NO;1;Norway;NO;NO;;62;10;NO;1;Norway;NO;NO;;62;10;NO;2.02E+13;https://www.africa-newsroom.com/press/norwegian-refugee-council-nrc-statement-nigerian-refugees-fleeing-to-cameroon-cannot-be-sent-back
817930497;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;NOR;NORWEGIAN;NOR;;;;;;;;1;10;10;1;1;0;4;1;4;-8.26446281;1;Norway;NO;NO;;62;10;NO;1;Norway;NO;NO;;62;10;NO;1;Norway;NO;NO;;62;10;NO;2.02E+13;https://www.africa-newsroom.com/press/norwegian-refugee-council-nrc-statement-nigerian-refugees-fleeing-to-cameroon-cannot-be-sent-back
817930498;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;NORREF;NORWAY;NOR;;;;;REF;;;1;10;10;1;1;0;4;1;4;-8.26446281;1;Norway;NO;NO;;62;10;NO;1;Norway;NO;NO;;62;10;NO;1;Norway;NO;NO;;62;10;NO;2.02E+13;https://www.africa-newsroom.com/press/norwegian-refugee-council-nrc-statement-nigerian-refugees-fleeing-to-cameroon-cannot-be-sent-back
817930499;20190121;201901;2019;2019.0575;AFR;AFRICA;AFR;;;;;;;;ZAF;KWAZULU NATAL;ZAF;;;;;;;;1;20;20;2;1;3;4;1;4;-3.196347032;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;4;Kwazulu, Eastern Cape, South Africa;SF;SF05;77353;-31.2895;29.4551;-1250484;2.02E+13;https://www.africa-newsroom.com/press/police-chairperson-calls-for-deployment-of-specialised-units-in-hotspots-in-kwazulunatal-kzn
817930500;20190121;201901;2019;2019.0575;AFRGOV;AFRICA;AFR;;;;;GOV;;;GOV;PRIME MINISTER;;;;;;GOV;;;1;10;10;1;1;0;4;1;4;2.611218569;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;2.02E+13;https://indianexpress.com/article/explained/an-expert-explains-the-story-and-the-optics-of-choosing-indias-republic-day-chief-guest-5549143/
817930501;20190121;201901;2019;2019.0575;AFRGOV;AFRICA;AFR;;;;;GOV;;;GOV;PRIME MINISTER;;;;;;GOV;;;1;10;10;1;1;0;1;1;1;2.611218569;4;New Delhi, Delhi, India;IN;IN07;17911;28.6;77.2;-2106102;1;South Africa;SF;SF;;-30;26;SF;1;South Africa;SF;SF;;-30;26;SF;2.02E+13;https://indianexpress.com/article/explained/an-expert-explains-the-story-and-the-optics-of-choosing-indias-republic-day-chief-guest-5549143/
817930502;20190121;201901;2019;2019.0575;AGR;FARMER;;;;;;AGR;;;;;;;;;;;;;1;10;10;1;1;0;10;1;10;-1.473296501;4;Ropar, Punjab, India;IN;IN23;17832;30.9664;76.5331;-2109650;0;;;;;;;;4;Ropar, Punjab, India;IN;IN23;17832;30.9664;76.5331;-2109650;2.02E+13;https://indianexpress.com/article/cities/chandigarh/punjab-amid-rain-cheer-for-farmers-fear-of-yellow-rust-attack-5549189/
817930503;20190121;201901;2019;2019.0575;AGR;FARMER;;;;;;AGR;;;;;;;;;;;;;1;20;20;2;1;3;5;1;5;-1.473296501;4;Haryana, Haryana, India;IN;IN10;17660;29.6161;76.9806;6210381;0;;;;;;;;4;Haryana, Haryana, India;IN;IN10;17660;29.6161;76.9806;6210381;2.02E+13;https://indianexpress.com/article/cities/chandigarh/punjab-amid-rain-cheer-for-farmers-fear-of-yellow-rust-attack-5549189/
817930504;20190121;201901;2019;2019.0575;AGR;FARMER;;;;;;AGR;;;;;;;;;;;;;1;51;51;5;1;3.4;10;1;10;1.704545455;1;Canada;CA;CA;;60;-96;CA;0;;;;;;;;1;Canada;CA;CA;;60;-96;CA;2.02E+13;https://o.canada.com/news/national/grain-farmers-applaud-disaster-relief/wcm/a2fa85e4-2c15-4ebb-8b05-3272b64272e0
817930505;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;;;;;;;;;;;0;43;43;4;1;2.8;1;1;1;0.512236767;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;0;;;;;;;;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930506;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;BUS;COMPANY;;;;;;BUS;;;1;51;51;5;1;3.4;2;1;2;12.6984127;4;Dubai, Dubayy, United Arab Emirates;AE;AE03;28575;25.2522;55.28;-782831;1;Kuwait;KU;KU;;29.5;47.75;KU;1;Kuwait;KU;KU;;29.5;47.75;KU;2.02E+13;https://news.kuwaittimes.net/website/zain-recognized-as-best-telecom-company-in-kuwait-for-2018/
817930507;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;MIL;MILITARY;;;;;;MIL;;;0;72;72;7;2;8.3;6;1;6;-8.26848249;1;United Arab Emirates;AE;AE;;24;54;AE;1;United Arab Emirates;AE;AE;;24;54;AE;1;United Arab Emirates;AE;AE;;24;54;AE;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930508;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;MIL;MILITARY;;;;;;MIL;;;0;72;72;7;2;8.3;2;1;2;-8.26848249;1;Saudi Arabia;SA;SA;;25;45;SA;1;United Arab Emirates;AE;AE;;24;54;AE;1;United Arab Emirates;AE;AE;;24;54;AE;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930509;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;MIL;MILITARY;;;;;;MIL;;;0;72;72;7;2;8.3;2;1;2;-8.26848249;1;Saudi Arabia;SA;SA;;25;45;SA;1;Saudi Arabia;SA;SA;;25;45;SA;1;Saudi Arabia;SA;SA;;25;45;SA;2.02E+13;https://ktvq.com/cnn-world/2019/01/21/2011-africa-and-middle-east-unrest-fast-facts/
817930510;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;PAN;PANAMA;PAN;;;;;;;;0;43;43;4;1;2.8;1;1;1;0.512236767;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930511;20190121;201901;2019;2019.0575;ARE;UNITED ARAB EMIRATES;ARE;;;;;;;;PAN;PANAMA;PAN;;;;;;;;0;43;43;4;1;2.8;2;1;2;0.512236767;1;United Arab Emirates;AE;AE;;24;54;AE;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;1;United Arab Emirates;AE;AE;;24;54;AE;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930512;20190121;201901;2019;2019.0575;ARG;ARGENTINA;ARG;;;;;;;;PAN;PANAMA CITY;PAN;;;;;;;;1;36;36;3;1;4;6;1;6;0.512236767;4;Buenos Aires, Distrito Federal, Argentina;AR;AR07;22379;-34.5875;-58.6725;-979186;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930513;20190121;201901;2019;2019.0575;ARG;ARGENTINA;ARG;;;;;;;;PAN;PANAMA;PAN;;;;;;;;1;36;36;3;1;4;2;1;2;0.512236767;1;Cuba;CU;CU;;22;-79.5;CU;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930514;20190121;201901;2019;2019.0575;ARG;ARGENTINA;ARG;;;;;;;;PAN;PANAMA CITY;PAN;;;;;;;;1;36;36;3;1;4;2;1;2;0.512236767;1;Nicaragua;NU;NU;;13;-85;NU;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;4;Panama City, PanamáM, Panama;PM;PM08;93693;8.96667;-79.5333;-168008;2.02E+13;https://www.americamagazine.org/faith/2019/01/21/pope-francis-heads-panama-world-youth-day
817930515;20190121;201901;2019;2019.0575;ARG;ARGENTINA;ARG;;;;;;;;RUSGOV;VLADIMIR;RUS;;;;;GOV;;;0;164;164;16;4;-7;10;1;10;-5.633802817;1;Argentina;AR;AR;;-34;-64;AR;1;Argentina;AR;AR;;-34;-64;AR;1;Argentina;AR;AR;;-34;-64;AR;2.02E+13;https://www.nytimes.com/2019/01/21/us/politics/trump-administration-russia-president.html
817930516;20190121;201901;2019;2019.0575;ATH;ATHEIST;;;;ATH;;;;;;;;;;;;;;;0;20;20;2;1;3;3;1;3;-2.5;2;Arizona, United States;US;USAZ;;33.7712;-111.388;AZ;0;;;;;;;;2;Arizona, United States;US;USAZ;;33.7712;-111.388;AZ;2.02E+13;https://www.wonkette.com/arizona-gop-lady-will-build-the-wall-with-your-jizz
817930517;20190121;201901;2019;2019.0575;AUS;AUSTRALIA;AUS;;;;;;;;;;;;;;;;;;1;20;20;2;1;3;2;1;2;0.983606557;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;0;;;;;;;;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;2.02E+13;http://www.starweekly.com.au/news/call-to-rethink-australia-day-date-for-whittlesea/pub/northern/
817930518;20190121;201901;2019;2019.0575;AUS;VICTORIA;AUS;;;;;;;;;;;;;;;;;;1;40;40;4;1;1;10;1;10;1.5625;4;Guelph, Ontario, Canada;CA;CA08;12688;43.55;-80.25;-565712;0;;;;;;;;4;Guelph, Ontario, Canada;CA;CA08;12688;43.55;-80.25;-565712;2.02E+13;https://www.vicnews.com/news/experts-discuss-sustainability-and-tourism-in-victoria/
817930519;20190121;201901;2019;2019.0575;AUS;MELBOURNE;AUS;;;;;;;;BUS;BUSINESS;;;;;;BUS;;;1;173;173;17;4;-5;5;1;5;3.165735568;4;Melbourne, Victoria, Australia;AS;AS07;5430;-37.8167;144.967;-1586844;4;Melbourne, Victoria, Australia;AS;AS07;5430;-37.8167;144.967;-1586844;4;Melbourne, Victoria, Australia;AS;AS07;5430;-37.8167;144.967;-1586844;2.02E+13;https://www.stockjournal.com.au/story/5862633/women-in-meat-join-forces/?cs=4874
817930520;20190121;201901;2019;2019.0575;AUS;AUSTRALIA;AUS;;;;;;;;CVL;POPULATION;;;;;;CVL;;;1;20;20;2;1;3;8;1;8;0.983606557;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;4;Whittlesea, Victoria, Australia;AS;AS07;5427;-37.5115;145.118;-1609445;2.02E+13;http://www.starweekly.com.au/news/call-to-rethink-australia-day-date-for-whittlesea/pub/northern/
